User_ID,Calories,Gender,Age,Height,Weight,Duration,Heart_Rate,Body_Temp
12128736,51,female,46,166,58,10,93,39.6
14876896,15,male,25,198,96,5,85,39.1
14351379,29,male,22,163,65,9,92,40
17184236,190,female,60,164,66,27,110,40.8
18004108,51,female,50,168,62,11,89,40.1
14000981,95,female,61,157,56,17,95,40.5
15744897,216,female,69,165,62,29,112,40.9
14503730,165,male,30,195,92,30,101,41
12911778,122,female,33,164,61,20,105,40.6
12810704,69,male,21,206,105,15,96,40.1
15842647,113,female,39,152,53,20,99,40.9
17928110,26,male,26,180,81,7,92,39.5
16245947,22,male,44,175,80,5,91,39.2
12746398,70,female,58,144,42,12,96,40.1
15409745,9,male,24,177,83,4,83,39.3
11889909,72,male,35,187,91,15,95,40.3
11023601,165,male,21,189,94,25,111,40.6
13200163,165,male,26,181,82,29,105,41
14234232,64,female,30,162,57,15,88,40.3
10466078,103,male,27,182,81,18,105,40.5
16901821,15,female,32,147,51,4,83,39.1
15818779,32,female,30,185,84,9,85,39.6
13074999,68,female,79,160,57,14,85,40
14418208,159,female,39,164,58,25,106,40.6
17837201,23,male,25,188,89,6,92,39.6
18884271,54,female,23,169,70,13,90,40.1
13959790,9,female,47,172,70,2,89,37.8
11082105,240,male,34,182,80,29,120,40.7
19999394,42,female,36,152,54,10,86,39.7
18509951,117,male,63,203,115,14,106,40
13943690,164,female,37,164,59,26,106,40.6
12488317,132,female,50,156,55,23,98,40.8
19386173,9,male,62,191,96,2,85,38.2
13439081,74,female,37,173,67,15,94,40
10710630,116,female,35,169,69,23,96,40.7
19057536,42,male,27,174,79,8,102,39.7
15596079,187,male,55,179,79,24,110,40.6
17437832,70,male,36,173,75,16,94,40.4
10925383,29,female,22,140,45,7,86,39.1
15350635,17,male,20,170,71,9,83,39.8
19447279,195,male,43,185,83,28,108,40.9
10199291,127,female,73,181,76,19,106,40.4
11037310,39,male,22,184,82,14,87,39.9
17386243,28,male,67,155,64,6,88,38.9
17568474,68,male,25,195,100,16,93,40.3
14116675,91,female,41,165,63,17,97,40.5
12553644,89,male,49,181,81,16,97,40.2
13816392,10,female,58,148,53,2,89,37.7
16427125,185,male,27,180,80,28,111,41.2
14856859,16,female,33,172,76,5,79,38.7
15173138,97,female,59,156,58,19,91,40.3
16489177,44,male,21,183,77,13,92,40.2
14701673,56,female,65,155,59,10,95,40
11952276,112,male,22,191,88,21,103,40.4
18146668,37,male,55,192,91,10,81,39.8
11529339,24,male,22,182,82,9,86,39.8
13721168,216,female,35,132,38,30,112,40.5
17327058,106,male,58,203,101,15,101,40.1
10712255,57,male,45,194,103,14,85,39.9
11647949,119,male,62,195,99,18,97,40.3
11326795,96,female,74,162,60,16,97,40.1
10121663,33,female,48,146,46,7,88,39.5
12242593,106,male,23,173,73,23,100,40.7
17167096,156,male,31,184,90,25,106,41
12398043,75,male,53,199,98,14,92,40.4
15869217,130,male,73,189,89,18,99,40.6
15608003,142,female,27,170,66,21,113,40.5
15148449,121,male,40,177,83,22,99,40.5
10083227,143,female,66,162,66,24,99,40.7
11341405,123,female,46,170,73,20,105,40.7
17415559,186,female,75,165,62,26,108,41.1
12355386,53,male,33,162,67,13,94,40.3
10029283,170,female,49,164,59,27,104,40.8
10483979,78,female,37,166,67,15,97,40.2
17175333,182,female,43,167,70,26,113,40.5
16115051,55,female,66,187,82,11,92,40
16616022,150,female,51,161,59,25,101,40.6
19263430,21,female,33,162,56,6,80,39.9
17570700,26,male,48,170,72,6,90,39
14210556,90,male,43,192,95,18,93,40.5
11031105,91,male,48,174,75,16,99,40.7
18517438,79,male,34,186,87,17,95,40.3
13263452,195,female,61,168,66,29,107,41.1
17636680,57,female,48,177,75,10,101,39.9
15998462,96,female,30,162,57,18,98,40.5
10923384,39,female,79,163,61,7,93,39.7
10719211,18,female,67,172,73,4,85,38.6
14807514,17,male,60,184,84,4,85,39.3
15046678,82,female,57,171,76,15,97,40.3
18818959,110,male,34,194,96,19,101,40.5
15142192,161,female,42,157,56,25,106,40.8
11682404,164,male,38,181,82,25,107,40.8
19330869,15,male,43,179,83,5,81,39.5
15546601,85,male,76,189,99,12,96,40.2
10425714,128,male,37,179,79,23,101,40.6
18936440,59,male,23,195,98,14,94,40.2
17396723,6,male,21,205,108,2,84,37.9
17061308,82,female,20,151,54,18,92,40.2
12777154,148,female,23,168,62,25,105,40.5
19349772,8,female,20,170,65,3,76,38.2
18368929,53,female,25,173,71,14,86,40.3
10927426,85,female,24,155,50,16,98,40.2
11120168,120,female,29,157,57,22,99,40.9
14150444,205,male,43,199,106,28,107,40.7
18829534,13,female,26,175,66,4,80,39.1
15386312,192,female,76,176,77,28,107,40.6
10326650,18,male,43,184,89,4,91,38.7
16735987,44,male,73,190,94,7,92,39.3
16154968,172,male,42,198,104,26,103,41.3
18233908,158,female,23,171,65,27,105,40.4
17734647,11,male,22,186,76,6,82,39.5
11814565,108,male,28,176,77,25,96,40.9
16650415,112,female,20,170,64,23,96,40.5
16392133,66,female,36,169,65,14,92,39.7
19531492,36,male,26,201,104,10,88,39.7
14513854,19,male,59,167,72,4,89,38.7
14212755,49,female,22,152,50,10,94,39.5
15572882,149,female,50,170,70,26,100,40.6
12989515,4,male,22,171,77,2,81,38.6
16566986,206,female,52,171,70,28,115,40.6
17475896,111,female,31,169,66,23,94,40.9
14839482,226,male,68,186,98,28,105,41.1
11732358,56,female,48,169,65,11,94,39.3
11729396,30,male,31,186,94,7,92,39.7
12059109,67,female,23,159,60,15,91,40.2
11127484,111,male,24,178,78,22,102,40.7
16208945,199,male,58,172,75,27,107,40.7
16089746,85,female,32,176,69,15,102,40.3
11949730,6,female,21,144,47,2,77,38.1
12945677,219,male,63,200,98,28,105,40.9
14739798,162,male,77,176,82,21,102,39.9
14908200,190,male,49,188,85,25,110,40.5
13628657,190,male,26,189,91,30,108,40.7
11282751,40,female,53,166,64,9,87,39.5
16380066,40,female,31,179,77,9,92,40.1
15480584,8,female,32,165,66,3,75,38.5
17131884,31,female,35,178,71,8,85,39.8
11282393,130,female,66,151,57,21,100,40.7
11400717,32,female,40,157,60,7,89,39.9
14759700,139,male,62,181,87,22,97,40.6
10742434,12,female,24,159,58,3,88,38.5
13889235,55,male,37,185,87,11,96,39.5
11210225,48,male,49,186,86,9,95,39.4
15183212,160,male,32,198,99,24,107,40.4
15089940,67,female,46,164,62,13,94,39.9
19007638,178,male,59,178,75,25,105,41.2
16665718,79,female,42,168,68,17,91,40.4
18904172,32,male,44,184,85,9,85,39.6
12895547,140,female,74,175,77,22,103,40.4
14727757,86,male,68,190,99,14,92,40.3
15688519,97,male,58,184,84,16,97,40.3
14525296,217,male,32,184,80,28,117,40.7
13531444,88,male,34,192,93,21,91,40.6
15851748,127,female,23,160,58,21,106,40.3
17757572,32,female,52,174,69,7,88,39.2
19102149,19,female,28,160,63,5,85,39.1
15160402,121,female,47,172,66,20,103,40.7
11505365,40,male,24,168,68,12,92,39.8
15488420,48,female,73,162,60,9,91,39.8
13804351,195,male,76,192,103,25,100,40.4
17178684,52,male,65,163,69,10,91,39.9
17169981,8,male,29,173,71,4,81,39.1
13293552,136,male,20,178,81,26,104,40.8
12004059,20,male,33,187,90,6,86,39.1
